No.,Time,Source,Destination,Protocol,Length,Info
379009,2933.810134,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
379912,2933.905858,23.193.56.19,192.168.1.3,HTTP,795,HTTP/1.1 206 Partial Content 
379984,2933.925639,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
381127,2934.046479,23.193.56.51,192.168.1.3,HTTP,795,HTTP/1.1 206 Partial Content 
381233,2934.065922,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
382122,2934.158711,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
382196,2934.175968,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
383502,2934.323681,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
384333,2934.416859,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
384367,2934.438517,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
385776,2934.618061,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
386517,2934.699697,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
386576,2934.719378,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
387866,2934.999452,23.193.56.19,192.168.1.3,HTTP,795,HTTP/1.1 206 Partial Content 
387881,2935.020193,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
389665,2935.274079,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
389921,2935.32824,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
391290,2935.513871,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
391377,2935.534972,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
392128,2935.621986,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
392228,2935.646655,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
393364,2935.782784,23.193.56.19,192.168.1.3,HTTP,795,HTTP/1.1 206 Partial Content 
393485,2935.803453,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
394356,2935.898277,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
394444,2935.918387,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
395576,2936.05529,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
395665,2936.07508,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
396601,2936.17905,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
396671,2936.198047,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
397945,2936.350641,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
398846,2936.448117,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
400204,2936.609068,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
400992,2936.686254,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
401047,2936.705453,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
402498,2936.866198,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
403286,2936.956927,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
404820,2937.129415,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
405521,2937.215681,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
407146,2937.403188,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
407718,2937.473039,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
409209,2937.66929,23.193.56.19,192.168.1.3,HTTP,795,HTTP/1.1 206 Partial Content 
409398,2937.69219,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
409920,2937.742162,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
409966,2937.760708,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
411579,2937.963918,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
412213,2938.047216,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
413862,2938.24274,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
414545,2938.329765,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
416050,2938.510022,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
416710,2938.575238,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
416785,2938.600068,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
418264,2938.765706,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
418935,2938.832059,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
418958,2938.85216,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
420421,2939.015165,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
420651,2939.048409,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
421155,2939.09652,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
421197,2939.121231,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
422686,2939.341515,23.193.56.19,192.168.1.3,HTTP,274,HTTP/1.1 206 Partial Content 
422791,2939.362068,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
423382,2939.423023,23.193.56.51,192.168.1.3,HTTP,346,HTTP/1.1 206 Partial Content 
423406,2939.446764,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
424920,2939.632182,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
425111,2939.652458,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
425643,2939.720608,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
427078,2939.908691,23.193.56.19,192.168.1.3,HTTP,795,HTTP/1.1 206 Partial Content 
427253,2939.928726,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
427818,2940.001967,23.193.56.51,192.168.1.3,HTTP,795,HTTP/1.1 206 Partial Content 
427863,2940.023924,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
429260,2940.212498,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
429412,2940.230416,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
430088,2940.308937,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
431528,2940.485348,23.193.56.19,192.168.1.3,HTTP,1435,HTTP/1.1 206 Partial Content 
431699,2940.504352,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
432300,2940.58212,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
433815,2940.765562,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
433991,2940.78852,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
434482,2940.863004,23.193.56.51,192.168.1.3,HTTP,676,HTTP/1.1 206 Partial Content 
434528,2940.883025,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
435983,2941.080267,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
436104,2941.102182,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
436701,2941.157926,23.193.56.51,192.168.1.3,HTTP,1467,HTTP/1.1 206 Partial Content 
436746,2941.176258,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
438460,2941.386222,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
438917,2941.434809,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
438959,2941.455319,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
440636,2941.651708,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
441144,2941.705106,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
441189,2941.724164,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
442781,2941.921994,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
443448,2941.998042,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
444835,2942.178839,23.193.56.19,192.168.1.3,HTTP,795,HTTP/1.1 206 Partial Content 
445023,2942.201524,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
445642,2942.279406,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
447101,2942.475402,23.193.56.19,192.168.1.3,HTTP,795,HTTP/1.1 206 Partial Content 
